0.1548 0.7731 0.7989 0.7710 0.7645 0.7731 0.7720 0.7731 0.7688 0.7763 0.7720 0.7688 0.7731 0.7699 0.7731 0.7699 0.7720 0.7742 0.7742 0.7806
0.1473 0.7688 0.7742 0.7720 0.7645 0.7774 0.7667 0.7806 0.7892 0.7602 0.7699 0.7699 0.7667 0.7688 0.7731 0.7699 0.8011 0.7731 0.7774 0.7710
0.1548 0.7634 0.7645 0.7634 0.7785 0.7591 0.7559 0.7710 0.7731 0.7742 0.7742 0.7667 0.7774 0.7677 0.7634 0.7817 0.7634 0.7742 0.7753 0.7774
0.1505 0.7677 0.7624 0.7656 0.7710 0.7753 0.7667 0.7677 0.7677 0.7602 0.7656 0.7720 0.7796 0.7688 0.7720 0.7258 0.7699 0.7742 0.7753 0.7731
0.1538 0.7742 0.7656 0.7624 0.7656 0.7710 0.7613 0.7645 0.7667 0.7667 0.7656 0.7581 0.7570 0.7667 0.7774 0.7624 0.7699 0.7656 0.7645 0.7699
0.1548 0.7742 0.7720 0.7602 0.7624 0.7731 0.7656 0.7538 0.7656 0.7624 0.7645 0.7624 0.7699 0.7624 0.7677 0.7581 0.7656 0.7688 0.7645 0.7645
0.1548 0.7688 0.7634 0.7763 0.7634 0.7656 0.7602 0.7602 0.7591 0.7602 0.7688 0.7774 0.7645 0.7645 0.7774 0.7516 0.7624 0.7688 0.7710 0.7720
0.1548 0.7699 0.7581 0.7667 0.7688 0.7613 0.7634 0.7785 0.7634 0.7527 0.7634 0.7581 0.7731 0.7634 0.7624 0.7785 0.7677 0.7677 0.7731 0.7731
0.1548 0.7753 0.7688 0.7645 0.7710 0.7710 0.7667 0.7634 0.7656 0.7677 0.7591 0.7624 0.7667 0.7720 0.7720 0.7667 0.7645 0.7699 0.7634 0.7753
0.1548 0.7570 0.7742 0.7763 0.7667 0.7613 0.7699 0.7667 0.7688 0.7581 0.7559 0.7656 0.7355 0.7645 0.7602 0.7624 0.7602 0.7527 0.7559 0.7581
0.1548 0.7806 0.7796 0.7882 0.7828 0.7516 0.7473 0.7591 0.7559 0.7559 0.7505 0.7591 0.7505 0.7699 0.7495 0.7645 0.7602 0.7710 0.7677 0.7602
0.1548 0.7613 0.7753 0.7624 0.7688 0.7602 0.7602 0.7581 0.7613 0.7602 0.7699 0.7462 0.7430 0.7452 0.7581 0.7667 0.7570 0.7645 0.7645 0.7505
0.1527 0.7645 0.7624 0.7333 0.7753 0.7656 0.7602 0.7602 0.7656 0.7624 0.7731 0.7559 0.7624 0.7688 0.7753 0.7699 0.7710 0.7667 0.7624 0.7774
0.1548 0.7763 0.7688 0.7796 0.7753 0.7645 0.7688 0.7720 0.7763 0.7731 0.7785 0.7763 0.7677 0.7602 0.7720 0.7720 0.7710 0.7817 0.7677 0.7677
0.1419 0.7699 0.7710 0.7731 0.7796 0.7688 0.7742 0.7688 0.7656 0.7753 0.7699 0.7688 0.7828 0.7753 0.7720 0.7796 0.7688 0.7806 0.7785 0.7667
0.1548 0.7581 0.7710 0.7645 0.7731 0.7699 0.7731 0.7742 0.7753 0.7667 0.7688 0.7634 0.7677 0.7699 0.7763 0.7731 0.7742 0.7699 0.7742 0.7516
